close,open,high,low,volume,high_low_ratio,close_open_ratio,sma_5,sma_10,sma_20,close_sma5_ratio,close_sma10_ratio,rsi_14,rsi_7,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,bb_position,volume_sma_10,volume_ratio,atr_14,volatility_10,momentum_5,momentum_10,roc_5,roc_10,stoch_k,stoch_d,williams_r,cci,price_trend_pct,volume_trend,recent_volatility,gap_pct,ticker,event_type,target_return,event_date,sma_20_isnan,rsi_14_isnan,rsi_7_isnan,macd_isnan,macd_signal_isnan,macd_histogram_isnan,bb_upper_isnan,bb_middle_isnan,bb_lower_isnan,stoch_k_isnan,stoch_d_isnan,williams_r_isnan,cci_isnan,atr_14_isnan,volume_ratio_isnan,close_sma20_ratio
39.473119059371584,32.42654596231874,39.788109674932365,34.66103683383778,10257740.913399871,1.145815789478131,1.0929932628517927,33.25651835069721,28.16161121111053,21.171226084757713,1.2067346870143962,1.4999227325680082,67.68328665261204,65.55539367071944,3.547216659332225,0.9584444596506635,2.4056885489159243,40.28127678067797,24.248010016960453,2.42025501019924,0.8685265759773321,6361924.606622949,1.65433894678614,5.809335601386131,0.08003335383304189,28.19017688817645,51.51938622913053,25.554568670106523,54.722198848858724,98.66392316830128,85.44378174159209,-1.968233085550494,118.22755592694678,59.4266238734178,0.1728555261298253,0.09338718029301735,0.5810268025968863,HARD_NEG_0445,negative,3.88861884180732,2024-10-25 00:00:00+00:00,0.07148445992954885,12.430900590882668,17.705474552671923,-0.026023981603265214,-0.18204165358214727,0.19190803272901458,0.11045950444834306,0.01706689504171658,0.04303722758587644,0.08900833580271629,-0.053248446769974506,-0.10218635530650551,0.01543927532227444,0.003873481999081481,0.0,1.6427167638113742
8.34,8.38,8.71,8.16,569925.0,1.0674019607843137,0.9952267303102624,3.31804,3.03043,4.229215000000002,2.5135320852069296,2.752084687651587,51.65776270007161,58.938712764341226,-1.6370675329253936,-2.144494738629965,0.5074272057045719,16.998747769255832,4.229214999999981,-8.540317769255871,0.660960666074534,462133.0,1.2332488699140725,5.175674938687068,9.30551108515765,2397.005988023952,-72.20926357880705,2397.005988023952,-72.20926357880705,73.77844180519229,41.67157913894,-75.02719044371116,48.91244125057651,2397.0059880239523,0.9524398432361324,13.044618019311487,11.140583554376668,ARQT,moon,26.86,2024-08-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.971997167323013
6.03,6.09,6.12,5.9,188344.0,1.0372881355932202,0.9901477832512317,111.80200000000004,65.53999999999999,158.28199999999998,0.0539346344430331,0.0920048825144949,44.81710985616675,38.90277227947415,-17.65996077717675,-14.765262232711432,-2.8946985444653173,719.9600702982797,158.2819999999999,-403.3960702982798,0.3644668467124358,498590.6,0.3777528096197562,72.36154814526691,15.188878635452754,65.20547945205482,-25.73891625615763,65.20547945205482,-25.73891625615763,45.40311946595008,63.8041741005851,-98.62322294815354,-55.12013176427695,65.2054794520548,0.2706799889355903,21.59020432384249,-95.1182364729459,DH,rug,-35.66,2024-07-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380965618326783
0.3199,0.232,0.3589,0.22,763674.0,1.6313636363636363,1.3788793103448276,4.289980000000046,6.35299,5.2574950000000005,0.0745691122103125,0.05035424264795,42.860150713818754,37.18721848232778,-1.7589069849583856,-1.7608074376683158,0.0019004527099302,17.46734645287213,5.25749499999997,-6.9523564528721895,0.2978028226199883,793364.2,0.9625768341954428,3.932965999690205,5.165721370378261,-98.33472149921916,-91.69090909090907,-98.33472149921916,-91.69090909090907,0.4544164769367532,10.838240948227764,-99.49924812030072,-57.4415694260761,-98.33472149921916,4.13032145376373,0.3417236116964197,-49.56521739130434,QMCO,rug,-37.48,2024-08-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0608464677569831
4.0852301029500335,5.33601185712857,5.788235371753654,3.97140214455316,260250.11695402564,1.3468850759263877,0.8016119130034163,4.417513851666984,9.831950414606299,8.258909029908233,0.9036886693258751,0.408178074160968,43.037573563448206,34.563885401606186,-2.5481205180050255,-2.031361796705202,-0.2110951547182347,20.928401700240308,8.580340800363041,-2.98358927852742,0.2945413628571017,695979.5477311083,0.36856611579417503,5.389006476333683,0.3612393067020933,-38.0766571103199,-44.22107526136144,-40.23878467691467,-32.29864069942087,12.418202978801993,4.59735757497302,-78.00632794113683,-48.2199907754145,-79.20272653558061,-0.7583785882917615,0.3355129911894053,49.152812128784845,HARD_NEG_0508,negative,1.5167729579129556,2024-10-04 00:00:00+00:00,-0.0033602229315743484,19.270229261179207,13.563420060433454,0.014540201154176622,-0.01770283230041563,-0.06830294865956298,-0.10119762999097076,0.17881593823826278,0.03217102619907116,-0.006752349070443926,-0.026384371377211127,-0.2021397318528465,0.181657392348741,0.0962561146340496,0.0,0.4877850820595473
62.1,59.61,62.4,58.92,131179.0,1.0590631364562118,1.0417715148465023,23.292000000000048,18.46,15.57575,2.666151468315296,3.364030335861321,65.19403403339888,76.66107453815926,3.760546593940479,-0.1516390380489503,3.912185631989429,47.71170513983107,15.575749999999948,-16.56020513983117,1.2238659905635614,1441398.4,0.0910081487533217,12.00942699759479,2.051917930414961,466.0893345487693,924.7524752475248,466.0893345487693,924.7524752475248,67.91297085888749,37.66350631199602,-0.5126890540886903,278.56106110769474,466.0893345487693,-0.6258677436099275,2.5717495295345927,109.1578947368421,KRUS,rug,-20.31,2024-07-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.986966919730993
1.91,1.76,1.93,1.74,282375.0,1.1091954022988506,1.0852272727272727,2.5460000000000456,6.737,9.15725,0.7501963864885961,0.2835089802582752,42.56386581091829,35.366280921890095,-7.266049920241151,-7.242764550997994,-0.0232853692431573,23.91107169979373,9.157249999999973,-5.59657169979379,0.2543941445320137,1180069.3,0.2392867944280899,7.05438216324633,0.4746193474648612,-41.768292682926834,-86.74531575294935,-41.768292682926834,-86.74531575294935,11.278488676360451,11.468707730418569,-98.16041206769684,-61.81575339059514,-41.76829268292683,-0.9699699172748988,0.5479518249888518,-9.278350515463917,PRCH,rug,-38.74,2024-08-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2085779027546479
2.226517529193426,1.986565686453828,2.0369378648044116,1.8057884848397627,108623.85898696487,1.1748180171669675,1.117907061310785,4.38058141810065,10.870208921080115,10.648404722208232,0.5650282497932354,0.21212868696115986,38.33826753902419,33.61093950396531,-2.508154240651658,-1.3776567100182366,-1.1623723193126962,40.35593796271989,12.273660894469947,-14.988739966240212,0.3283135996481311,798234.2427993729,0.14406225270051937,7.26941105706022,1.1697551655959395,-34.38877446461172,-45.236776560832375,-24.55762535843448,-38.54208923015781,40.00093584694472,38.293809178975735,-92.3608668136069,-56.32351286342921,-48.3521931848635,-0.8297131474228793,0.36981668502434717,0.5411319105994141,HARD_NEG_0228,negative,1.0663001696191934,2024-07-01 00:00:00+00:00,-0.0801522017562437,15.311296503836806,19.483762527994656,0.054821396687394545,0.023190773334615247,-0.060250107291340095,0.04938209333995346,0.026852188914833843,0.061793069520298574,-0.17875144792808367,-0.027649151586273492,0.011996634864984791,0.16885674566895228,0.022364909849721185,0.0,0.1971033031832742
4.28,4.4,4.43,4.26,752032.0,1.039906103286385,0.9727272727272728,22.03200000000005,193.355,219.08250000000004,0.1942628903413213,0.0221354503374621,38.47749936587348,26.040720967771215,-12.971355885595642,41.25084573336289,-54.22220161895853,733.4567315522808,219.0825,-295.2917315522808,0.291200174091373,3647677.4,0.2061673546021367,61.03889695494082,0.3744774072904535,-90.93220338983052,-99.24176661292894,-90.93220338983052,-99.24176661292894,0.1935744938510548,0.3234434412610296,-99.99693124453378,-83.74547928857385,-90.9322033898305,-0.8929685918881045,0.4072818186976966,-2.8697571743929338,SMMT,rug,-21.03,2024-05-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195360195360195
4.504774825490277,4.611675491573499,4.613221815505967,4.193211040654822,2319660.222229347,1.1109898117750212,0.9640603559648031,21.396986892669137,58.27998870909151,30.700703520975335,0.20844437988741685,0.0758700598962379,40.39878821530275,43.86143319199579,2.8236904193853087,8.751062704830966,-5.8675308152219685,142.75141190073955,30.74986052171239,-75.2578354977157,0.3515004182387275,2037055.542365307,1.015178700195638,24.96955868348039,18.022777671617597,-10.897308860753313,67.15173783744636,-6.294292538381097,68.50986775506532,35.37910464797544,39.53703763303707,-91.99133946805574,-51.10086551750146,-20.173651289351884,1.936923162067823,3.4480365725580353,1.3064157148628612,HARD_NEG_0681,negative,-1.6795409767042568,2024-06-04 00:00:00+00:00,-0.04417238603315062,17.158701029202426,18.170120729489717,0.04291195680597631,0.057577959854695895,-0.0005732910625472168,0.08261968959331802,0.024345986364882333,-0.023338584707266685,-0.033591147479298394,0.037398551435625677,0.04485732314411393,-0.11195060391886175,0.1706709037712045,0.0,0.15347359575661731
