close,open,high,low,volume,high_low_ratio,close_open_ratio,sma_5,sma_10,sma_20,close_sma5_ratio,close_sma10_ratio,rsi_14,rsi_7,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,bb_position,volume_sma_10,volume_ratio,atr_14,volatility_10,momentum_5,momentum_10,roc_5,roc_10,stoch_k,stoch_d,williams_r,cci,price_trend_pct,volume_trend,recent_volatility,gap_pct,ticker,event_type,target_return,event_date,sma_20_isnan,rsi_14_isnan,rsi_7_isnan,macd_isnan,macd_signal_isnan,macd_histogram_isnan,bb_upper_isnan,bb_middle_isnan,bb_lower_isnan,stoch_k_isnan,stoch_d_isnan,williams_r_isnan,cci_isnan,atr_14_isnan,volume_ratio_isnan,close_sma20_ratio,short_ratio,short_percent_float,shares_short,shares_short_prior,short_interest_change,days_to_cover,squeeze_potential,put_call_ratio,options_stock_volume_ratio,unusual_call_activity,unusual_put_activity,gamma_exposure_proxy,intraday_spread,price_impact,liquidity_proxy,buying_pressure,selling_pressure,net_order_flow,momentum_sentiment,trend_strength,fear_greed_proxy
9.21,9.03,9.44,9.03,435242.0,1.045404208194906,1.0199335548172759,5.92356,8.654,11.298655,1.554808257196686,1.0642477467067253,45.48024114057028,41.70094299863479,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,515078.85,1.0,6.26369797251195,0.6873120984952771,-6.649616368286448,-22.19426099019267,-6.649616368286448,-22.19426099019267,41.63902088550661,40.77316800201364,-84.47762504297951,-38.54607330556171,0.0,0.0,0.46761110652039406,0.0,AAOI,moon,30.84,2024-07-11 00:00:00+00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.815141271239807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04451682953311619,0.06955827067669185,435242.0,0.43902439024390594,0.5609756097560941,-0.12195121951218812,0.0,0.0,1.0
9.41,9.24,9.53,9.09,327759.0,1.0484048404840483,1.0183982683982684,5.92356,8.654,11.298655,1.5885717372661035,1.087358446960943,45.48024114057028,41.70094299863479,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,515078.85,1.0,6.26369797251195,0.6873120984952771,-6.649616368286448,-22.19426099019267,-6.649616368286448,-22.19426099019267,41.63902088550661,40.77316800201364,-84.47762504297951,-38.54607330556171,0.0,0.0,0.46761110652039406,0.32573289902279434,AAOI,moon,28.06,2024-07-12 00:00:00+00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.8328424931994118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046758767268862855,0.021715526601520097,1603964.0754516465,0.7272727272727287,0.27272727272727126,0.4545454545454575,0.0,0.0,1.0
6.97,7.45,7.61,6.7,682139.0,1.135820895522388,0.9355704697986577,5.92356,8.654,11.298655,1.1766572804192073,0.8054079038594869,45.48024114057028,41.70094299863479,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,515078.85,1.0,6.26369797251195,0.6873120984952771,-6.649616368286448,-22.19426099019267,-6.649616368286448,-22.19426099019267,41.63902088550661,40.77316800201364,-84.47762504297951,-38.54607330556171,0.0,0.0,0.46761110652039406,-20.828905419766205,AAOI,moon,23.1,2024-08-05 00:00:00+00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.6168875852922316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13055954088952657,0.25929861849096714,377433.0262012841,0.2967032967032962,0.7032967032967038,-0.4065934065934076,0.0,0.0,1.0
6.85,7.6,8.69,6.85,1425627.0,1.2686131386861315,0.9013157894736842,8.11,8.654,11.298655,0.8446362515413071,0.7915414837069563,45.48024114057028,41.70094299863479,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,515078.85,1.0,6.26369797251195,0.6873120984952771,-6.649616368286448,-22.19426099019267,-6.649616368286448,-22.19426099019267,41.63902088550661,40.77316800201364,-84.47762504297951,-38.54607330556171,0.0,0.0,0.15225436311713839,9.03873744619799,AAOI,moon,25.26,2024-08-07 00:00:00+00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.6062668521164687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2686131386861314,0.017216642754662836,12088345.72992701,0.0,1.0,-1.0,0.0,0.0,1.0
9.17,9.65,9.675,9.145,342279.0,1.0579551667577913,0.9502590673575129,8.322,8.654,11.298655,1.1018985820716174,1.0596256066558816,45.48024114057028,41.70094299863479,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,515078.85,1.0,6.26369797251195,0.6873120984952771,-6.649616368286448,-22.19426099019267,-6.649616368286448,-22.19426099019267,41.63902088550661,40.77316800201364,-84.47762504297951,-38.54607330556171,0.0,0.0,0.2455964265068644,40.875912408759135,AAOI,moon,23.34,2024-08-27 00:00:00+00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.8116010268478858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577971646673938,0.33868613138686143,110208.0975256646,0.04716981132075529,0.9528301886792447,-0.9056603773584895,0.0,0.0,1.0
9.12,9.13,9.27,8.56,583990.0,1.0829439252336448,0.9989047097480831,8.303999999999998,8.654,11.298655,1.0982658959537572,1.0538479315923273,45.48024114057028,41.70094299863479,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,515078.85,1.0,6.26369797251195,0.2130207755150321,-0.9771986970684265,-22.19426099019267,-0.9771986970684265,-22.19426099019267,41.63902088550661,40.77316800201364,-84.47762504297951,-38.54607330556171,-0.9771986970684216,0.341759297126656,0.2130207755150321,-0.43620501635767883,AAOI,moon,24.01,2024-08-28 00:00:00+00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.8071757213579845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07785087719298237,0.005452562704471142,11743833.991227983,0.7887323943661964,0.2112676056338036,0.5774647887323927,0.0,0.0,1.0
10.35,9.04,10.585,9.04,1175415.0,1.170907079646018,1.1449115044247788,8.492,8.654,11.298655,1.2187941592086668,1.195978738155766,45.48024114057028,41.70094299863479,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,515078.85,1.0,6.26369797251195,0.196646023162387,9.989373007438896,-22.19426099019267,9.989373007438896,-22.19426099019267,41.63902088550661,40.77316800201364,-84.47762504297951,-38.54607330556171,9.98937300743889,2.5862173121104224,0.21972631184241834,-0.8771929824561412,AAOI,moon,25.6,2024-08-29 00:00:00+00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.916038236409555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14927536231884075,0.13486842105263164,842055.2845528453,0.8478964401294492,0.15210355987055077,0.6957928802588984,1.0,0.0,1.0
9.55,8.29,9.73,8.16,936094.0,1.1924019607843137,1.1519903498190593,9.008,8.82875,11.298655,1.0601687388987568,1.0816933314455615,45.48024114057028,52.374301675977655,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,515078.85,1.0,6.26369797251195,0.18450978118245026,37.01578192252513,-22.19426099019267,37.01578192252513,-22.19426099019267,41.63902088550661,40.77316800201364,-84.47762504297951,-38.54607330556171,37.01578192252512,0.3722921574635082,0.1667965841267208,-19.903381642512084,AAOI,rug,-27.02,2024-07-31 00:00:00+00:00,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.8452333485711353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16439790575916233,0.07729468599033806,1268137.8141361272,0.8853503184713378,0.11464968152866221,0.7707006369426757,1.0,0.0,1.0
1.09,1.06,1.105,1.05,176556.0,1.0523809523809524,1.028301886792453,7.856,7.9688888888888885,11.298655,0.13874745417515277,0.13678192972671502,45.48024114057028,22.01996476805637,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,738568.125,0.23905174624209513,6.26369797251195,0.362801594736635,-84.08759124087591,-22.19426099019267,-84.08759124087591,-22.19426099019267,55.55325255226064,74.72948754441792,-84.47762504297951,-38.54607330556171,-84.08759124087591,-0.8761555441921344,0.46761110652039406,-88.90052356020942,ABAT,moon,22.94,2024-06-25 00:00:00+00:00,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0.09647165967984686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050458715596330216,0.06955827067669185,176556.0,0.7272727272727287,0.27272727272727126,0.4545454545454575,0.0,0.0,1.0
0.8112,0.89,0.89,0.8,116130.0,1.1125,0.9114606741573034,6.18424,7.25312,11.298655,0.13117214079660558,0.11184152475072796,45.48024114057028,21.53999130741684,-1.3636343217732438,0.045293698433340746,-0.6385280162117883,40.63942548923208,11.511000000000001,-19.654557188082556,0.5,676122.3333333334,0.17175885823423473,6.26369797251195,0.3436416633283123,-91.15376226826608,-22.19426099019267,-91.15376226826608,-22.19426099019267,24.27437487174782,54.11863007386126,-84.47762504297951,-38.54607330556171,-91.15376226826609,-0.6607153813117369,0.39904885185324646,-18.348623853211013,ABAT,moon,20.17,2024-09-25 00:00:00+00:00,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0.07179615626815758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11094674556213013,0.25577981651376147,559693.4346692928,0.12444444444444436,0.8755555555555556,-0.7511111111111113,0.0,0.0,1.0
